cycle_id,start_time,end_time,start_price,start_equity,end_equity,net_pnl,net_return,exit_reason,max_safety_depth,max_notional,fees,slippage_cost,funding_cost,gross_realized_pnl,ambiguous_bars
1,2022-04-10 20:00:00+00:00,2022-04-20 11:35:00+00:00,43238.8086,2000.0,2007.1528340380999,7.152834038099854,0.003576417019049982,trailing_stop_same_bar,2,757.8000000000001,0.748765653654123,0.7487678162459925,0.0,7.901599691754077,1
2,2022-04-20 12:00:00+00:00,2022-04-21 13:15:00+00:00,42091.735349999995,2007.1528340380999,2010.768736190375,3.615902152275112,0.0018015081317950266,trailing_stop_same_bar,0,300.216,0.296598397725,0.29659944999995785,0.0,3.9125005500000625,1
3,2022-04-21 16:00:00+00:00,2023-10-23 22:40:00+00:00,42150.264599999995,2010.768736190375,1912.5814698081138,-98.18726638226121,-0.04883071067053091,trailing_stop_same_bar,5,1583.2036000000003,1.470505750915673,1.470481939345853,0.0,-96.7167606313454,1
4,2023-10-24 00:00:00+00:00,2023-10-24 00:40:00+00:00,33090.537,1912.5814698081138,1914.8614745111138,2.2800047030000314,0.0011921085396842113,trailing_stop_same_bar,0,269.104,0.26599729699999997,0.2659979999999632,0.0,2.546002000000037,1
5,2023-10-24 04:00:00+00:00,2023-10-24 11:10:00+00:00,34088.13555,1914.8614745111138,1918.1037466589137,3.242272147799895,0.001693214987589453,trailing_stop_same_bar,0,278.52,0.2744634522,0.27446439999999717,0.0,3.5167356000000147,1
6,2023-10-24 12:00:00+00:00,2023-10-25 16:10:00+00:00,34567.17495,1918.1037466589137,1920.8444522831137,2.740705624200018,0.001428862035733891,trailing_stop_same_bar,0,281.23440000000005,0.27804677580000003,0.2780475999999908,0.0,3.0187523999999977,1
7,2023-10-25 20:00:00+00:00,2023-10-29 17:35:00+00:00,34749.365999999995,1920.8444522831137,1926.466819186534,5.622366903420243,0.0029270287329812295,trailing_stop_same_bar,1,521.25,0.5146959568198799,0.5146976197599142,0.0,6.137062860240184,1
8,2023-10-29 20:00:00+00:00,2023-11-01 13:20:00+00:00,34588.8858,1926.466819186534,1929.291093631734,2.8242744451999897,0.0014660384581097752,trailing_stop_same_bar,0,281.992,0.27826235480000006,0.2782631999999867,0.0,3.1025368000000015,1
9,2023-11-01 16:00:00+00:00,2023-11-01 20:55:00+00:00,34314.04845,1929.291093631734,1935.2829976685339,5.991904036799951,0.0031057542620593903,trailing_stop_same_bar,0,284.79200000000003,0.27764716320000005,0.2776487999999663,0.0,6.269551200000046,1
10,2023-11-02 00:00:00+00:00,2023-11-02 02:45:00+00:00,35455.21875,1935.2829976685339,1937.207903892134,1.9249062236001464,0.0009946381102501345,trailing_stop_same_bar,0,287.99920000000003,0.28474657640000006,0.28474719999998344,0.0,2.2096528000000397,1
11,2023-11-02 04:00:00+00:00,2023-11-07 18:15:00+00:00,35595.688949999996,1937.207903892134,1941.71820955927,4.510305667135981,0.0023282507045703227,trailing_stop_same_bar,1,532.05,0.526606598991936,0.5266079898719618,0.0,5.036912266128092,1
12,2023-11-07 20:00:00+00:00,2023-11-08 23:45:00+00:00,35491.23675,1941.71820955927,1944.63914243227,2.9209328730000834,0.0015043031777834948,trailing_stop_same_bar,0,289.2,0.285533127,0.2855339999999269,0.0,3.206466000000073,1
13,2023-11-09 00:00:00+00:00,2023-11-09 02:20:00+00:00,35644.513349999994,1944.63914243227,1947.1987832154703,2.559640783200166,0.001316254891382318,trailing_stop_same_bar,0,295.104,0.2865792168,0.2865799999999581,0.0,2.8462200000000886,1
14,2023-11-09 04:00:00+00:00,2023-11-09 12:45:00+00:00,36473.72775,1947.1987832154703,1949.9458623488954,2.7470791334251317,0.0014107851530642534,trailing_stop_same_bar,0,296.46,0.293310016575,0.2933108499999507,0.0,3.040389150000061,1
15,2023-11-09 16:00:00+00:00,2023-11-10 11:20:00+00:00,37160.07075,1949.9458623488954,1955.0183970389667,5.072534690071279,0.0026013720626894,trailing_stop,1,518.3962,0.5127536727091101,0.5127551972199289,0.0,5.585288362780193,0
16,2023-11-10 12:00:00+00:00,2023-11-15 18:10:00+00:00,37117.44945,1955.0183970389667,1956.4795123951226,1.461115356155915,0.0007473665508053173,trailing_stop_same_bar,1,526.4938,0.510361859692076,0.5103624801519691,0.0,1.9714772158480773,1
17,2023-11-15 20:00:00+00:00,2023-11-19 23:00:00+00:00,37546.1637,1956.4795123951226,1958.4137218528538,1.9342094577311855,0.00098861728194799,trailing_stop_same_bar,1,523.32,0.516484868237016,0.5164856100319594,0.0,2.4506943259682012,1
18,2023-11-20 00:00:00+00:00,2023-11-22 18:45:00+00:00,37394.4879,1958.4137218528538,1963.485053296985,5.071331444131147,0.00258950975860861,trailing_stop,1,521.633,0.515971671024922,0.5159731968438646,0.0,5.587303115156072,0
19,2023-11-22 20:00:00+00:00,2023-11-22 21:35:00+00:00,37315.54845,1963.485053296985,1965.7160414859597,2.230988188974834,0.0011362389467792777,trailing_stop,0,265.16,0.262455561025,0.26245625000001016,0.0,2.4934437499999693,0
20,2023-11-23 00:00:00+00:00,2023-11-24 10:30:00+00:00,37432.20675,1965.7160414859597,1967.376166932485,1.6601254465251714,0.0008445398071179611,trailing_stop_same_bar,0,266.343,0.26298700347500004,0.26298754999998347,0.0,1.923112450000037,1
21,2023-11-24 12:00:00+00:00,2023-11-24 15:35:00+00:00,37768.6749,1967.376166932485,1969.995919120335,2.619752187850054,0.001331596992930395,trailing_stop_same_bar,0,268.8,0.26582351215,0.2658242999999566,0.0,2.885575700000023,1
22,2023-11-24 16:00:00+00:00,2023-11-28 17:20:00+00:00,38236.40865,1969.995919120335,1975.1539415174325,5.158022397097511,0.002618290904582654,trailing_stop_same_bar,1,496.77680000000004,0.4908311219904561,0.490832656911909,0.0,5.648853519088058,1
23,2023-11-28 20:00:00+00:00,2023-12-01 09:15:00+00:00,38123.752349999995,1975.1539415174325,1976.8533411762076,1.6993996587750644,0.0008603884603897161,trailing_stop_same_bar,0,271.25,0.267849891225,0.26785044999998353,0.0,1.9672495500000369,1
24,2023-12-01 12:00:00+00:00,2023-12-02 19:05:00+00:00,38597.289,1976.8533411762076,1978.6649956647325,1.8116544885249368,0.000916433430234731,trailing_stop_same_bar,0,277.90000000000003,0.271222461475,0.2712230499999423,0.0,2.0828769500000783,1
25,2023-12-02 20:00:00+00:00,2023-12-03 22:20:00+00:00,39436.1082,1978.6649956647325,1980.8865905587825,2.2215948940499857,0.0011227746480164669,trailing_stop_same_bar,0,280.343,0.27730220595,0.27730289999998786,0.0,2.498897100000002,1
26,2023-12-04 00:00:00+00:00,2023-12-04 01:20:00+00:00,39999.7899,1980.8865905587825,1982.9142840062825,2.0276934475000417,0.0010236292461993646,trailing_stop_same_bar,0,285.6,0.28115295250000005,0.28115359999999057,0.0,2.3088464000000095,1
27,2023-12-04 04:00:00+00:00,2023-12-04 05:10:00+00:00,40740.9603,1982.9142840062825,1985.6546826347324,2.7403986284498387,0.0013820055917461715,trailing_stop_same_bar,0,289.89660000000003,0.28670027155,0.286701099999962,0.0,3.0270989000000483,1
28,2023-12-04 08:00:00+00:00,2023-12-04 10:50:00+00:00,41492.635949999996,1985.6546826347324,1988.237884851476,2.583202216743757,0.0013009322513801713,trailing_stop_same_bar,0,294.945,0.29188599575625,0.2918867874999632,0.0,2.8750882125000063,1
29,2023-12-04 12:00:00+00:00,2023-12-04 22:10:00+00:00,41626.70295,1988.237884851476,1991.2197352434512,2.9818503919750583,0.0014997452843514836,trailing_stop_same_bar,0,296.7258,0.29302435802500004,0.29302524999994783,0.0,3.274874750000032,1
30,2023-12-05 00:00:00+00:00,2023-12-05 16:40:00+00:00,42014.096549999995,1991.2197352434512,1993.4912702590264,2.271535015575182,0.0011407756639663091,trailing_stop_same_bar,0,300.174,0.29538213442499994,0.29538284999998,0.0,2.5669171500000303,1
31,2023-12-05 20:00:00+00:00,2023-12-05 22:25:00+00:00,43855.916999999994,1993.4912702590264,1995.7911912092156,2.299920950189289,0.0011537150849376676,trailing_stop_same_bar,0,267.16859999999997,0.26441767131075,0.2644183784999623,0.0,2.564338621500021,1
32,2023-12-06 00:00:00+00:00,2023-12-08 21:40:00+00:00,44103.740849999995,1995.7911912092156,1998.1015902987708,2.310399089555176,0.0011576356783875585,trailing_stop,0,268.67580000000004,0.26591059994474997,0.2659113104999706,0.0,2.5763096895000492,0
33,2023-12-09 00:00:00+00:00,2023-12-13 21:50:00+00:00,44231.7048,1998.1015902987708,2004.955804211333,6.8542139125622725,0.0034303630735499357,trailing_stop_same_bar,2,777.7800000000001,0.765728067509964,0.7657301639279321,0.0,7.619941980072079,1
34,2023-12-14 00:00:00+00:00,2023-12-14 14:35:00+00:00,42896.4375,2004.955804211333,2010.153369546903,5.197565335569834,0.002592359055821891,trailing_stop,1,556.2882000000001,0.55035604493025,0.5503576195000133,0.0,5.74792138050012,0
35,2023-12-14 16:00:00+00:00,2023-12-14 17:30:00+00:00,42475.32704999999,2010.153369546903,2012.521247688203,2.367878141300025,0.0011779589444131933,trailing_stop_same_bar,0,303.1,0.29866055869999997,0.29866129999994884,0.0,2.666538700000041,1
36,2023-12-14 20:00:00+00:00,2023-12-19 00:10:00+00:00,43126.5525,2012.521247688203,2017.5216204389203,5.000372750717361,0.0024846310350568057,trailing_stop_same_bar,1,515.6376,0.5100476720826,0.5100491771999368,0.0,5.51042042280006,1
37,2023-12-19 04:00:00+00:00,2023-12-20 14:05:00+00:00,43121.65005,2017.5216204389203,2021.4292296428016,3.907609203881293,0.0019368363462846094,trailing_stop,0,307.755,0.30395733361875005,0.30395846249994796,0.0,4.211566537500083,0
38,2023-12-20 16:00:00+00:00,2024-01-01 21:25:00+00:00,44100.93945,2021.4292296428016,2026.2426439936344,4.8134143508327725,0.0023811936031434833,trailing_stop,1,526.986,0.5214214765513081,0.5214229406158992,0.0,5.334835827384086,0
39,2024-01-02 00:00:00+00:00,2024-01-02 00:15:00+00:00,44252.41515,2026.2426439936344,2028.4937264597918,2.2510824661574134,0.0011109639177866448,trailing_stop_same_bar,0,269.514,0.26677341884250005,0.26677411499999293,0.0,2.5178558849999826,1
