time,cycle_id,side,reason,reference_price,fill_price,qty,position_qty,average_price,notional,fee,slippage_cost,p_unsafe,ml_on,gross_pnl,ambiguous_bar
2022-04-10 20:00:00+00:00,1,BUY,Base,43217.2,43238.8086,0.006,0.006,43238.8086,259.4328516,0.1297164258,0.12965159999999742,0.2410804653554738,True,,False
2022-04-11 09:55:00+00:00,1,BUY,SO1,41509.25625599999,41530.010884127994,0.006,0.012,42384.409742063996,249.18006530476796,0.12459003265238398,0.12452776876800635,0.2654048310699394,True,,False
2022-04-11 21:40:00+00:00,1,BUY,SO2,39347.315826,39366.989483913,0.006,0.018000000000000002,41378.602989347,236.201936903478,0.11810096845173901,0.11804194747800648,0.2586830722882995,True,,False
2022-04-20 11:35:00+00:00,1,SELL,trailing_stop_same_bar,41838.5,41817.58075,0.018000000000000002,0.0,41378.602989347,752.7164535000001,0.37635822675,0.37654649999998224,0.28136077700838014,True,7.901599691754077,True
2022-04-20 12:00:00+00:00,2,BUY,Base,42070.7,42091.735349999995,0.007,0.007,42091.735349999995,294.64214745,0.147321073725,0.147247449999988,0.2781946482566837,True,,False
2022-04-21 13:15:00+00:00,2,SELL,trailing_stop_same_bar,42672.0,42650.664000000004,0.007,0.0,42091.735349999995,298.55464800000004,0.14927732400000002,0.14935199999996984,0.30080044201370626,True,3.9125005500000625,True
2022-04-21 16:00:00+00:00,3,BUY,Base,42129.2,42150.264599999995,0.007,0.007,42150.264599999995,295.0518522,0.14752592609999998,0.14745219999998518,0.3130539323675762,True,,False
2022-04-21 22:25:00+00:00,3,BUY,SO1,40464.25401599999,40484.48614300799,0.006,0.013000000000000001,41381.44377369599,242.90691685804796,0.12145345842902398,0.12139276204799535,0.29437006608399086,True,,False
2022-04-25 07:00:00+00:00,3,BUY,SO2,38356.740785999995,38375.91915639299,0.006,0.019000000000000003,40432.33073665293,230.25551493835795,0.11512775746917897,0.1150702223579865,0.2736665196578192,True,,False
2022-05-05 19:15:00+00:00,3,BUY,SO3,35406.222263999996,35423.92537513199,0.007,0.026000000000000002,39083.91390855114,247.96747762592395,0.12398373881296197,0.12392177792396979,0.28327859757745055,True,,False
2022-05-09 17:05:00+00:00,3,BUY,SO4,31191.195803999995,31206.791401901995,0.008,0.034,37230.47331875134,249.65433121521596,0.12482716560760798,0.12476478321600007,0.27292897433193025,True,,False
2022-06-13 03:00:00+00:00,3,BUY,SO5,25290.158759999995,25302.803839379994,0.01,0.044000000000000004,34519.63934616694,253.02803839379996,0.12651401919689997,0.12645079379999516,0.2899386279493883,True,,False
2023-10-23 22:40:00+00:00,3,SELL,trailing_stop_same_bar,32337.7,32321.531150000003,0.044000000000000004,0.0,34519.63934616694,1422.1473706000002,0.7110736853000001,0.7114293999999209,0.09590177570016384,True,-96.7167606313454,True
2023-10-24 00:00:00+00:00,4,BUY,Base,33074.0,33090.537,0.008,0.008,33090.537,264.724296,0.13236214799999999,0.132295999999973,0.09693822247544683,True,,False
2023-10-24 00:40:00+00:00,4,SELL,trailing_stop_same_bar,33425.5,33408.78725,0.008,0.0,33090.537,267.270298,0.133635149,0.13370199999999022,0.09693822247544683,True,2.546002000000037,True
