time,cycle_id,side,reason,reference_price,fill_price,qty,position_qty,average_price,notional,fee,slippage_cost,p_unsafe,ml_on,gross_pnl,ambiguous_bar
2020-01-01 00:00:00+00:00,1,BUY,Base,7189.43,7193.024715,0.041,0.041,7193.024715,294.914013315,0.1474570066575,0.14738331499997004,,True,,False
2020-01-03 01:35:00+00:00,1,BUY,SO1,6905.3037263999995,6908.756378263199,0.037,0.078,7058.179478342799,255.62398599573834,0.12781199299786916,0.12774811893837068,,True,,False
2020-01-03 04:40:00+00:00,1,SELL,trailing_stop_same_bar,7018.14,7014.63093,0.078,0.0,7058.179478342799,547.14121254,0.27357060627,0.27370746000000507,,True,-3.3967867707382684,True
2020-01-03 08:00:00+00:00,2,BUY,Base,7198.02,7201.61901,0.041,0.041,7201.61901,295.26637941,0.147633189705,0.1475594099999962,,True,,False
2020-01-03 09:05:00+00:00,2,SELL,trailing_stop_same_bar,7270.97,7267.3345150000005,0.041,0.0,7201.61901,297.960715115,0.14898035755750003,0.14905488499999137,,True,2.694335705000005,True
2020-01-03 12:00:00+00:00,3,BUY,Base,7338.4,7342.069199999999,0.04,0.04,7342.069199999999,293.68276799999995,0.146841384,0.14676799999997456,,True,,False
2020-01-05 01:15:00+00:00,3,SELL,trailing_stop_same_bar,7391.28,7387.58436,0.04,0.0,7342.069199999999,295.5033744,0.14775168719999998,0.14782559999999648,,True,1.8206064000000333,True
2020-01-05 04:00:00+00:00,4,BUY,Base,7475.19,7478.927594999999,0.04,0.04,7478.927594999999,299.15710379999996,0.1495785519,0.14950379999998403,,True,,False
2020-01-06 13:50:00+00:00,4,SELL,trailing_stop_same_bar,7558.05,7554.270975,0.04,0.0,7478.927594999999,302.170839,0.1510854195,0.15116099999999277,,True,3.0137352000000464,True
2020-01-06 16:00:00+00:00,5,BUY,Base,7516.03,7519.788014999999,0.039,0.039,7519.788015,293.271732585,0.1466358662925,0.14656258499997785,,True,,False
2020-01-06 22:10:00+00:00,5,SELL,trailing_stop_same_bar,7585.32,7581.527340000001,0.039,0.0,7519.788015,295.67956626,0.14783978313,0.1479137399999672,,True,2.407833675000018,True
2020-01-07 00:00:00+00:00,6,BUY,Base,7757.74,7761.618869999999,0.038,0.038,7761.618869999999,294.94151705999997,0.14747075853,0.14739705999998295,,True,,False
2020-01-07 00:15:00+00:00,6,SELL,trailing_stop_same_bar,7855.23,7851.302385,0.038,0.0,7761.618869999999,298.34949063,0.149174745315,0.14924936999998498,,True,3.4079735700000238,True
2020-01-07 04:00:00+00:00,7,BUY,Base,7899.0,7902.9495,0.038,0.038,7902.9495,300.312081,0.1501560405,0.15008099999998922,,True,,False
2020-01-07 18:25:00+00:00,7,SELL,trailing_stop_same_bar,7984.53,7980.537735,0.038,0.0,7902.9495,303.26043393,0.15163021696499998,0.15170606999999472,,True,2.948352930000006,True
2020-01-07 20:00:00+00:00,8,BUY,Base,8077.71,8081.748855,0.037,0.037,8081.748855,299.02470763499997,0.1495123538175,0.14943763499999205,,True,,False
2020-01-07 23:45:00+00:00,8,SELL,trailing_stop_same_bar,8174.25335,8170.166223325001,0.037,0.0,8081.748855,302.296150263025,0.15114807513151252,0.15122368697496766,,True,3.2714426280250373,True
2020-01-08 00:00:00+00:00,9,BUY,Base,8150.9,8154.975449999999,0.037,0.037,8154.975449999998,301.7340916499999,0.15086704582499996,0.15079164999997646,,True,,False
2020-01-08 00:05:00+00:00,9,SELL,trailing_stop_same_bar,8226.13,8222.016935,0.037,0.0,8154.975449999998,304.21462659499997,0.1521073132975,0.1521834049999834,,True,2.4805349450000573,True
2020-01-08 04:00:00+00:00,10,BUY,Base,8302.97,8307.121485,0.036000000000000004,0.036000000000000004,8307.121485,299.05637346000003,0.14952818673,0.14945346000001156,,True,,False
2020-01-08 19:45:00+00:00,10,BUY,SO1,7974.836625599999,7978.8240439127985,0.032,0.068,8152.628571547199,255.32236940520957,0.1276611847026048,0.12759738600958373,,True,,False
2020-01-11 21:40:00+00:00,10,SELL,trailing_stop_same_bar,8210.74,8206.63463,0.068,0.0,8152.628571547199,558.0511548400001,0.27902557742000006,0.27916515999995317,,True,3.672411974790528,True
2020-01-12 00:00:00+00:00,11,BUY,Base,8020.58,8024.590289999999,0.037,0.037,8024.590289999998,296.9098407299999,0.14845492036499996,0.14838072999997257,,True,,False
2020-01-12 06:30:00+00:00,11,SELL,trailing_stop,8114.225,8110.167887500001,0.037,0.0,8024.590289999998,300.0762118375,0.15003810591875,0.150113162499988,,True,3.166371107500089,False
2020-01-12 08:00:00+00:00,12,BUY,Base,8099.33,8103.3796649999995,0.037,0.037,8103.3796649999995,299.82504760499995,0.14991252380249998,0.14983760499998333,,True,,False
2020-01-14 00:40:00+00:00,12,SELL,trailing_stop_same_bar,8202.0,8197.899000000001,0.037,0.0,8103.3796649999995,303.322263,0.15166113150000002,0.1517369999999537,,True,3.4972153950000653,True
2020-01-14 04:00:00+00:00,13,BUY,Base,8469.54,8473.77477,0.035,0.035,8473.77477,296.58211695,0.14829105847500001,0.1482169499999691,,True,,False
2020-01-14 12:30:00+00:00,13,SELL,trailing_stop_same_bar,8536.01,8531.741995,0.035,0.0,8473.77477,298.61096982500004,0.14930548491250004,0.14938017499999662,,True,2.0288528750000117,True
2020-01-14 16:00:00+00:00,14,BUY,Base,8686.0,8690.342999999999,0.034,0.034,8690.342999999999,295.471662,0.14773583099999998,0.1476619999999639,,True,,False
2020-01-14 17:45:00+00:00,14,SELL,trailing_stop_same_bar,8784.05,8779.657975,0.034,0.0,8690.342999999999,298.50837115,0.149254185575,0.1493288499999726,,True,3.036709150000039,True
2020-01-14 20:00:00+00:00,15,BUY,Base,8776.61,8780.998305000001,0.034,0.034,8780.998305000001,298.5539423700001,0.14927697118500005,0.14920237000001363,,True,,False
2020-01-15 00:25:00+00:00,15,SELL,trailing_stop_same_bar,8873.9075,8869.47054625,0.034,0.0,8780.998305000001,301.56199857250004,0.15078099928625002,0.15085642749995898,,True,3.0080562024999855,True
2020-01-15 04:00:00+00:00,16,BUY,Base,8730.08,8734.445039999999,0.034,0.034,8734.445039999999,296.97113135999996,0.14848556568,0.14841135999995822,,True,,False
2020-01-15 13:55:00+00:00,16,SELL,trailing_stop_same_bar,8876.594000000001,8872.155703000002,0.034,0.0,8734.445039999999,301.6532939020001,0.15082664695100004,0.15090209799995866,,True,4.6821625420001185,True
2020-01-15 16:00:00+00:00,17,BUY,Base,8768.17,8772.554085,0.034,0.034,8772.554085,298.26683889000003,0.14913341944500003,0.14905888999998934,,True,,False
2020-01-17 06:00:00+00:00,17,SELL,trailing_stop_same_bar,8897.98,8893.53101,0.034,0.0,8772.554085,302.38005434,0.15119002717000002,0.15126565999996455,,True,4.1132154500000295,True
2020-01-17 08:00:00+00:00,18,BUY,Base,8943.99,8948.461995,0.034,0.034,8948.461995,304.24770783,0.15212385391500002,0.1520478299999959,,True,,False
2020-01-19 01:00:00+00:00,18,SELL,trailing_stop_same_bar,8981.86,8977.36907,0.034,0.0,8948.461995,305.23054838,0.15261527419,0.1526916199999978,,True,0.9828405500000336,True
