cycle_id,start_time,end_time,start_price,start_equity,end_equity,net_pnl,net_return,exit_reason,max_safety_depth,max_notional,fees,slippage_cost,funding_cost,gross_realized_pnl,ambiguous_bars
76,2024-03-13 08:00:00+00:00,2024-03-25 14:10:00+00:00,73000.58205,2215.384352100276,2225.0410453275767,9.65669322730082,0.004358924544242582,trailing_stop_same_bar,3,1101.9232,1.0890971959883555,1.0891001547108463,0.0,10.745790423289407,1
77,2024-03-25 16:00:00+00:00,2024-03-25 19:05:00+00:00,69879.42225,2225.0410453275767,2227.6771121070815,2.6360667795047448,0.0011847272593197289,trailing_stop_same_bar,0,283.996,0.28097621049500004,0.2809770099999732,0.0,2.9170429900000454,1
78,2024-03-25 20:00:00+00:00,2024-04-04 18:00:00+00:00,71055.1098,2227.6771121070815,2236.628758830122,8.95164672304054,0.004018377113267357,trailing_stop_same_bar,2,831.9564,0.8208646623073261,0.820867310651869,0.0,9.772511385347928,1
79,2024-04-04 20:00:00+00:00,2024-04-06 23:05:00+00:00,68518.14194999999,2236.628758830122,2239.1889772079217,2.560218377799629,0.0011446773934620236,trailing_stop_same_bar,0,278.832,0.2754904222,0.2754911999999895,0.0,2.835708800000022,1
80,2024-04-07 00:00:00+00:00,2024-04-07 16:15:00+00:00,68935.95074999999,2239.1889772079217,2242.4239761554218,3.2349989475001166,0.0014447190390933784,trailing_stop_same_bar,0,280.8,0.2775000525,0.2775009999999311,0.0,3.512499000000069,1
81,2024-04-07 20:00:00+00:00,2024-04-08 07:30:00+00:00,69124.545,2242.4239761554218,2245.9479763756217,3.524000220199923,0.001571513798314772,trailing_stop_same_bar,0,282.0,0.27839937979999996,0.2784003999999841,0.0,3.802399600000004,1
82,2024-04-08 08:00:00+00:00,2024-04-08 08:50:00+00:00,70780.77269999999,2245.9479763756217,2247.682910551422,1.7349341758003902,0.0007724730020683968,trailing_stop_same_bar,0,289.152,0.28413262419999996,0.284133199999982,0.0,2.01906680000003,1
83,2024-04-08 12:00:00+00:00,2024-05-20 17:10:00+00:00,72508.8363,2247.682910551422,2258.591882142384,10.908971590961755,0.00485342996547744,trailing_stop_same_bar,3,1095.248,1.082419824292373,1.0824230927458847,0.0,11.99139141525398,1
84,2024-05-20 20:00:00+00:00,2024-05-20 23:20:00+00:00,70031.49824999999,2258.591882142384,2259.810530187484,1.2186480451000534,0.0005395609781189137,trailing_stop_same_bar,0,284.8316,0.28087575490000005,0.2808761999999406,0.0,1.4995238000000828,1
85,2024-05-21 00:00:00+00:00,2024-06-04 18:55:00+00:00,71502.23324999999,2259.810530187484,2264.574540060496,4.764009873012128,0.002108145709285081,trailing_stop,1,569.1712,0.5633784871479199,0.5633799598399782,0.0,5.327388360160054,0
86,2024-06-04 20:00:00+00:00,2024-06-05 15:45:00+00:00,70494.32955,2264.574540060496,2267.902732474436,3.328192413940087,0.0014696766898436575,trailing_stop,0,287.168,0.28378330606,0.2837842799999635,0.0,3.611975719999988,0
87,2024-06-05 16:00:00+00:00,2024-07-20 17:15:00+00:00,71661.01259999999,2267.902732474436,2275.2524600853076,7.349727610871469,0.0032407596259000915,trailing_stop_same_bar,3,1082.3792,1.068046716836146,1.068049088291853,0.0,8.417774327708175,1
88,2024-07-20 20:00:00+00:00,2024-07-21 21:35:00+00:00,67228.5975,2275.2524600853076,2277.7503378785573,2.4978777932496996,0.0010978464311410807,trailing_stop_same_bar,0,341.463,0.33756070675000005,0.33756150000001073,0.0,2.8354385000000186,1
89,2024-07-22 00:00:00+00:00,2024-07-26 14:05:00+00:00,68172.069,2277.7503378785573,2282.8507333595094,5.100395480952102,0.0022392249914897633,trailing_stop,1,611.8416,0.60562499056824,0.6056265684799146,0.0,5.706020471520126,0
90,2024-07-26 16:00:00+00:00,2024-07-27 13:10:00+00:00,67561.66394999999,2282.8507333595094,2287.060565582009,4.209832222499699,0.001844111908405166,trailing_stop_same_bar,0,344.38,0.3400832775,0.340084499999939,0.0,4.549915500000061,1
91,2024-07-27 16:00:00+00:00,2024-07-29 13:05:00+00:00,68856.31094999998,2287.060565582009,2290.141136510704,3.080570928695124,0.0013469564274137813,trailing_stop_same_bar,0,280.324,0.27710408130499997,0.27710498999996347,0.0,3.3576750100000647,1
